Date,201711,201711,201712,201712,201801,201801,201802,201802,201803,201803,201804,201804,201805,201805,201806,201806,201807,201807,201808,201808,201809,201809,201810,201810,201811,201811
Kind,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도
0,삼성,48,내년,50,강남,53,공장,38,관세,94,삼성,70,삼성,52,금리,46,최저임금,62,집값,61,집값,110,코스피,61,하락,28
1,대출,39,금리,48,거래,48,군산,34,철강,65,대한항공,58,아파트,51,주택,42,전쟁,44,서울,60,주택,105,집값,57,집값,25
2,인상,37,거래,37,거래소,48,금리,30,트럼프,57,조현민,55,직원,30,부동산,38,관세,43,아파트,35,서울,81,서울,55,서울,23
3,금리,36,인상,36,계좌,39,일자리,25,노조,43,주택,42,시장,30,시장,38,무역,41,리콜,33,부동산,77,아파트,51,경제,22
4,주택,32,주택,28,최저임금,37,규제,23,무역,36,직원,30,재건축,29,아파트,37,경제,38,대출,32,대책,68,증시,46,삼성,20
5,최대,24,규제,27,재건축,36,인상,23,폭탄,34,한진,29,한진,28,인상,34,아파트,37,소득,29,아파트,52,하락,44,거래,19
6,내년,23,시장,27,규제,35,지원,23,금리,33,집값,26,대한항공,28,무역,33,인상,35,폭염,28,대출,49,금리,40,시장,18
7,기업,22,대출,27,은행,35,은행,22,매각,33,노조,25,조양호,27,집값,32,아시아나,32,부동산,28,공급,43,주택,39,인상,17
8,바게뜨,22,삼성,27,인상,33,최대,21,대출,31,무역,25,경제,26,경제,32,삼성,30,터키,28,추석,36,경제,33,내년,16
9,시장,21,거래소,26,대책,33,삼성,21,아파트,29,서울,25,강남,26,대출,32,서울,30,경제,27,시장,35,대출,32,코스피,15
10,투자,20,비리,22,실명,33,시장,21,전쟁,29,아파트,25,집값,25,트럼프,28,기내식,29,국토부,26,규제,31,부동산,31,아파트,15
11,돌파,20,대책,21,삼성,31,증시,21,인상,26,거래,24,금감원,23,최대,28,상승,26,화재,26,금리,29,대책,27,인하,15
12,코스닥,20,소득,19,집값,30,철수,21,해외,26,강남,24,서울,23,관세,27,폭염,26,폭탄,23,택지,28,강남,26,유류,14
