13,검찰,4,연봉,4,도박,6,집값,5,노조,5,공급,5,대출,5,일자리,5,폭염,6,폭염,5,무역,7,인하,5,유류,3
14,경제,4,해외,4,새해,5,폐쇄,5,일자리,5,최고,5,군산,5,소득,5,인상,5,경제,5,금리,7,최악,5,인하,3
15,최저임금,4,집값,4,부동산,5,경제,4,인상,4,실수,5,강남,5,고용,5,트럼프,5,일자리,5,그린벨트,6,집값,4,내년,3
16,서울,4,대책,4,부담,5,이재용,4,최대,4,매도,5,라돈,5,해킹,5,중국,5,터키,5,추가,4,전세,4,서울,3
17,지원,4,비리,4,최대,5,아파트,4,사장,4,관세청,5,침대,5,주택,5,수입,5,전기,4,사업자,4,시장,4,이상,3
18,폭탄,4,급락,4,시세,5,강남,4,공장,4,탈세,5,롯데,4,하락,4,전력,5,투기,4,혜택,4,경기,4,주택,3
19,경찰,4,은행,4,김동연,5,통화,4,신청,4,조현아,5,비밀,4,보복,4,대란,4,다시,4,트럼프,4,반등,4,인상,3
20,롱패딩,4,가능,4,투기,5,경찰,3,계속,4,무역,4,일가,4,하나,4,우려,4,가구,4,관세,4,중국,4,삼바,3
21,징역,3,아파트,4,재건축,5,역대,3,세계,4,전쟁,4,관세청,4,이자,4,추가,4,대책,4,중국,4,경제,4,분식회계,3
22,집값,3,광풍,3,유세,4,붕괴,3,규제,4,조사,4,거래,4,최저임금,4,폭탄,4,위기,4,투기,4,최대,4,반도체,2
23,상승,3,국민소득,3,적발,4,우려,3,증가,4,그룹,4,전세,4,타격,4,걱정,4,자영,4,최대,4,교통,4,폭락,2
24,비리,3,물가,3,작년,4,뉴욕증시,3,이상,4,신용,4,주택,4,영업,4,이하,4,업자,4,전쟁,4,개미,4,확산,2
25,승진,3,이슈,3,아파트,4,청소,3,소득,4,배당,4,금리,4,부담,4,최대,4,얼마나,4,매물,4,신도시,3,완구,2
26,총수,3,폭등,3,세금,4,논의,3,청년,4,유령,4,이명희,4,충격,4,투자,4,주택,4,종부세,4,가계,3,매물,2
27,사기,3,현금,3,은행,4,자금,3,최저임금,4,전무,4,진에어,4,분양,4,카드,4,운행중지,4,수도권,4,필수,3,지역,2
28,사장,3,보따리,3,확인,4,이건희,3,일본,4,다산,4,외식,4,종부세,4,항공,3,원인,4,폭염,3,단속,3,소득,2
29,부동산,3,규제,3,시행,4,삼성,3,국내,4,신도시,4,최고,4,전쟁,3,대표,3,취업,4,반도체,3,부동산,3,증가,2
30,지갑,3,검토,3,삼성,4,하락,3,수저,4,도세,3,구본무,4,반값,3,반도체,3,규제,4,시장,3,부자,3,효과,2
31,일상,3,좀비,3,신규,3,롯데,3,세금,3,중과,3,속출,4,지방,3,의무,3,꿈틀,3,경제,3,보유,3,하루,2
32,연말정산,3,적자,3,압박,3,확인,3,투자자,3,시작,3,사람,4,부동산,3,삼성,3,인상,3,인상,3,기업,3,물가,2
33,편의점,3,소비자,3,외식,3,해외,3,예고,3,거래,3,역대,4,시작,3,부담,3,강남,3,월세,3,반도체,3,외식,2
34,절반,3,해킹,3,물가,3,미국,3,시장,3,개발,3,소득,4,중국,3,사장,3,영업,3,발표,3,기준,3,껑충,2
35,산업,3,롯데,3,첫날,3,금융,3,실손,3,관세,3,관세,3,삼성,3,사과,3,완화,3,확대,3,휘발유,3,투자,2
36,거래,3,채용,3,짝퉁,3,폭풍,3,강원랜드,3,시장,3,폭탄,3,규제,3,포장,3,국토부,3,강도,3,보증,3,쇼크,2
37,계약,3,최저,3,부산,3,철수,3,부동산,3,금수,3,주식,3,김동연,3,대상,3,부담,3,사과,3,금지,3,상권,2
38,월세,3,이틀,3,카드,3,어디,3,도입,3,지원,3,매매,3,대진,3,소비자,3,걱정,3,급등,3,세계,3,정규직,2
39,영업,3,세계,3,서민,3,보복,3,합의,3,임대주택,3,경찰,3,침대,3,소득,3,성장,3,계속,3,패닉,3,휘발유,2
40,최저,3,국내,3,사상,3,관세,3,최종,3,엘리엇,3,삼성,3,다음,3,내년,3,투자,3,실업자,3,위기,3,경유,2
41,최고,3,투자,3,급등,3,운명,3,복지,3,하루,3,해외,3,무제,3,영향,3,투기지역,3,자금,3,오늘,3,일자리,2
42,기업,3,가계,3,국제,3,한미,3,작년,3,인상,3,절벽,3,국토부,3,성장,3,내년,3,평양,3,일자리,3,전망,2
43,이상,3,금지,3,대응,3,실사,3,급증,3,시스템,3,집값,3,금융,3,부동산,3,쇼크,3,미국,3,대책,3,급증,2
44,열풍,3,주택,3,도세,3,서울,3,강남,3,연금,3,밀수,3,임대료,3,추진,3,리라,3,어디,3,폭락,3,유차,2
45,경쟁,3,투기,3,열풍,3,세금,2,가격,2,평균,3,확대,3,육박,3,맥주,3,폭락,3,얼마나,2,한시,3,해외,2
46,우려,3,급증,3,고민,3,필요,2,막차,2,집값,3,우려,3,르포,3,자동차,3,운전,3,급증,2,한숨,3,대책,2
47,위기,3,거래소,3,하나,3,피의자,2,맥도날드,2,선임,3,금감원,3,아파트,3,세계,3,스타일,3,수출,2,연기,3,자동차,2
48,투자,3,최저임금,3,불법,3,추적,2,은행,2,서울,3,직장인,3,후분,3,면전,3,음식점,3,등장,2,택시,3,코스피,2
49,한화,3,증발,3,급락,3,전망,2,이자,2,대응,3,대응,3,가구,3,물가,3,침수,3,조사,2,눈물,3,거래,2
