Date,201711,201711,201712,201712,201801,201801,201802,201802,201803,201803,201804,201804,201805,201805,201806,201806,201807,201807,201808,201808,201809,201809,201810,201810,201811,201811
Kind,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도
36,검찰,14,계좌,15,아파트,16,주택,14,합의,15,투자,16,시간,15,채용,14,전기료,17,검토,17,투자,15,고용,14,분식,8
37,소득,14,롯데,15,시세,16,우려,14,인수,15,코스피,16,우려,15,이상,14,금융,16,트럼프,16,혜택,15,분기,14,증시,7
38,임대,14,상승,14,가상통화,16,대우건설,14,한미,15,현대,15,소득,15,김동연,14,부동산,16,안전,16,담합,15,붕괴,13,종합2보,7
39,대책,13,가구,14,체인,16,부실,14,서울,14,금융,15,최저,15,고용,14,연금,16,협상,15,폭탄,15,소비자,13,소비자,7
40,매출,13,전망,14,작년,15,관세,13,우려,14,전쟁,15,그룹,15,부담,14,투자,16,강남,15,임대사업자,14,일자리,13,물가,7
41,서울,13,세계,14,과세,15,경영,13,하나,14,남북,15,본무,15,역대,14,종부세,15,에어컨,15,국토,14,10월,13,강남,7
42,부동산,13,고용,13,실명,15,하락,13,운명,14,양도,14,의혹,14,가격,12,걱정,15,금리,15,트럼프,14,청약,13,아파트값,7
43,임금,13,아파트,13,신규,14,사상,13,세계,13,금리,14,물가,14,수입,12,물가,15,전기요금,15,가격,14,효과,13,증가,7
44,규제,12,기업,13,새해,14,세계,13,공장,13,의혹,14,기관,14,위기,12,대책,15,대상,15,가구,14,코스닥,13,무역,7
45,코스피,12,광풍,12,주택,14,작년,13,예고,13,연금,14,1년,14,임금,12,미국,15,원인,15,미국,13,10년,12,더블,7
46,경기,12,가계,12,달러,14,시간,13,보복,13,교섭,14,구조,14,조사,12,누진제,15,위기,15,은행,13,가계,12,전망,7
47,강남,12,업계,12,보유세,14,의혹,12,해외매각,13,김기식,13,조현민,13,회사,12,항공,14,투기지역,15,미분양,13,은행,12,직영,7
48,50,12,통화,12,코스피,14,역대,12,지원,13,합의,13,수입,13,가구,12,대란,14,국민연금,15,이상,12,반등,12,분식회계,7
49,한샘,12,대기업,12,채용,14,기준,12,법정,13,환율,13,상승,13,집코,12,하반기,14,전세,15,분양,12,아파트값,11,급등,6
