날짜,201711,201711,201712,201712,201801,201801,201802,201802,201803,201803,201804,201804,201805,201805,201806,201806,201807,201807,201808,201808,201809,201809,201810,201810,201811,201811
종류,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도,단어,빈도
0,대출,11,비트코인,28,거래,14,비트코인,8,관세,15,삼성,16,아파트,13,금리,13,전쟁,14,집값,16,주택,25,아파트,13,하락,6
1,주택,10,내년,11,비트코인,13,부실,7,철강,10,조현민,15,한진,10,트럼프,8,무역,13,서울,14,대출,15,증시,11,삼성,5
2,인상,9,거래,11,거래소,9,노조,7,아파트,9,한진,11,조양호,9,대출,8,최저임금,11,차량,10,부동산,12,주택,10,집값,5
3,최대,8,금리,9,집값,8,문제,6,희망,8,대한항공,11,대한항공,9,은행,8,기내식,10,화재,9,집값,12,코스피,8,시장,4
4,금리,8,인상,9,강남,8,지원,6,무역,8,주택,9,직원,8,시장,7,에어컨,10,대출,9,대책,12,서울,6,미세먼지,4
5,삼성,7,대출,8,투자,8,일자리,5,퇴직,7,직원,7,압수수색,7,인상,7,아시아나,9,아파트,8,아파트,11,분양,5,대출,4
6,가계,7,시장,7,실명,8,수출,5,트럼프,7,사과,7,서울,7,무역,6,보복,9,전기요금,8,신도시,10,최고,5,국민,3
7,비트코인,7,폭탄,5,인상,7,폭락,5,폭탄,7,일가,7,하락,6,위기,6,관세,9,누진,7,추석,9,붕괴,5,최대,3
8,강남,6,통화,5,최저임금,7,증시,5,대출,6,대출,6,의혹,6,관세,6,전기,9,폭탄,7,강남,8,금리,5,고용,3
9,반도체,5,다시,5,서울,7,최고,5,경제,6,주식,6,시장,6,최대,6,미국,8,최대,6,임대,8,청약,5,국내,3
10,사상,5,삼성,5,최고,7,금리,5,전쟁,6,택배,6,조현민,5,경제,6,경제,7,리콜,6,세금,8,급락,5,경제,3
11,조사,5,세금,5,계좌,7,세계,5,면제,5,조양호,6,청약,5,집값,5,누진,7,문제,6,서울,7,하락,5,더블,3
12,아파트,5,소득,5,주택,6,집값,5,노조,5,현대차,5,수사,5,세계,5,직원,6,소득,6,공급,7,유류,5,최저,3
13,내년,5,계좌,5,대책,6,폐쇄,5,일자리,5,공급,5,대출,5,일자리,5,폭염,6,폭염,5,무역,7,인하,5,유류,3
14,검찰,4,연봉,4,도박,6,경제,4,인상,4,최고,5,강남,5,소득,5,인상,5,경제,5,금리,7,최악,5,인하,3
15,경제,4,해외,4,새해,5,이재용,4,최대,4,실수,5,라돈,5,고용,5,트럼프,5,일자리,5,그린벨트,6,집값,4,내년,3
16,최저임금,4,집값,4,부동산,5,아파트,4,사장,4,매도,5,침대,5,해킹,5,중국,5,터키,5,추가,4,전세,4,서울,3
17,서울,4,대책,4,부담,5,강남,4,신청,4,관세청,5,롯데,4,주택,5,수입,5,전기,4,사업자,4,시장,4,이상,3
18,지원,4,비리,4,최대,5,통화,4,계속,4,탈세,5,비밀,4,하락,4,전력,5,투기,4,혜택,4,경기,4,주택,3
19,폭탄,4,급락,4,시세,5,경찰,3,세계,4,조현아,5,일가,4,보복,4,대란,4,다시,4,트럼프,4,반등,4,인상,3
20,경찰,4,은행,4,김동연,5,역대,3,규제,4,무역,4,관세청,4,하나,4,우려,4,가구,4,관세,4,중국,4,삼바,3
21,롱패딩,4,가능,4,투기,5,붕괴,3,증가,4,전쟁,4,거래,4,이자,4,추가,4,대책,4,중국,4,경제,4,분식회계,3
22,징역,3,아파트,4,재건축,5,우려,3,이상,4,조사,4,전세,4,최저임금,4,폭탄,4,위기,4,투기,4,최대,4,반도체,2
23,집값,3,광풍,3,유세,4,뉴욕증시,3,소득,4,그룹,4,주택,4,타격,4,걱정,4,자영,4,최대,4,교통,4,폭락,2
24,상승,3,국민소득,3,적발,4,청소,3,청년,4,신용,4,금리,4,영업,4,이하,4,업자,4,전쟁,4,개미,4,확산,2
25,비리,3,물가,3,작년,4,논의,3,최저임금,4,배당,4,이명희,4,부담,4,최대,4,얼마나,4,매물,4,신도시,3,완구,2
26,승진,3,이슈,3,아파트,4,자금,3,일본,4,유령,4,진에어,4,충격,4,투자,4,주택,4,종부세,4,가계,3,매물,2
27,총수,3,폭등,3,세금,4,이건희,3,국내,4,전무,4,외식,4,분양,4,카드,4,운행중지,4,수도권,4,필수,3,지역,2
28,사기,3,현금,3,은행,4,삼성,3,수저,4,다산,4,최고,4,종부세,4,대표,3,원인,4,폭염,3,단속,3,소득,2
29,사장,3,보따리,3,확인,4,하락,3,세금,3,신도시,4,구본무,4,전쟁,3,반도체,3,취업,4,반도체,3,부동산,3,증가,2
